Metadata_JCP2022	Metadata_InChIKey	Metadata_pert_iname
JCP2022_052689	LZJFNDUCIKGHBG-UHFFFAOYSA-N	L-690330
JCP2022_021472	FLVRDMUHUXVRET-UHFFFAOYSA-N	L-701324
JCP2022_009577	BYYQYXVAWXAYQC-UHFFFAOYSA-N	L-732,138
JCP2022_062260	NYYJKMXNVNFOFQ-UHFFFAOYSA-N	L-755507
JCP2022_040983	JNUGFGAVPBYSHF-UHFFFAOYSA-N	L-778123
JCP2022_063165	ODTKFNUPVBULRJ-UHFFFAOYSA-N	L-798106
JCP2022_063094	ODKSFYDXXFIFQN-UHFFFAOYSA-N	L-arginine
JCP2022_021520	FMCKLHPPSGUBEM-UHFFFAOYSA-N	L-ascorbyl-6-palmitate
JCP2022_015133	DCXYFEDJOCDNAF-UHFFFAOYSA-N	L-asparagine
JCP2022_011705	CKLJMWTZIZZHCS-UHFFFAOYSA-N	L-aspartic-acid
JCP2022_078371	RHGKLRLOHDJJDR-UHFFFAOYSA-N	L-citrulline
JCP2022_106092	XUJNEKJLAYXESH-UHFFFAOYSA-N	L-cysteine
JCP2022_048971	LEVWYRKDKASIDU-UHFFFAOYSA-N	L-cystine
JCP2022_098854	WHUUTDBJXJRKMK-UHFFFAOYSA-N	L-glutamic-acid
JCP2022_112702	ZDXPYRJPNDTMRX-UHFFFAOYSA-N	L-glutamine
JCP2022_069591	PMMYEEVYMWASQN-UHFFFAOYSA-N	L-hydroxyproline
JCP2022_108317	YGPSJZOEDVAXAB-UHFFFAOYSA-N	L-kynurenine
JCP2022_079658	ROHFNLRQFUQHCH-UHFFFAOYSA-N	L-leucine
JCP2022_043968	KDXKERNSBIXSRK-UHFFFAOYSA-N	L-lysine
JCP2022_020248	FFEARJCKVFRZRR-UHFFFAOYSA-N	L-methionine
JCP2022_020248	FFEARJCKVFRZRR-UHFFFAOYSA-N	methionine
JCP2022_043796	KCWZGJVSDFYRIX-UHFFFAOYSA-N	L-NAME
JCP2022_065027	ONYFNWIHJBLQKE-UHFFFAOYSA-N	L-NIL
JCP2022_078629	RIRGCFBBHQEQQH-UHFFFAOYSA-N	L-phenylisopropyladenosine
JCP2022_064903	ONIBWKKTOPOVIA-UHFFFAOYSA-N	L-proline
JCP2022_014728	DATAGRPVKZEWHA-UHFFFAOYSA-N	L-theanine
JCP2022_023210	FVIRKMTVCDDJNM-UHFFFAOYSA-N	L-threonine
JCP2022_048026	KZSNJWFQEVHDMF-UHFFFAOYSA-N	L-valine
JCP2022_083118	SGUAFYQXFOLMHL-UHFFFAOYSA-N	labetalol
JCP2022_006292	BGYJFSXPRMOZJK-UHFFFAOYSA-N	lacidipine
JCP2022_095595	VQHSOMBJVWLPSR-UHFFFAOYSA-N	lacitol
JCP2022_038904	JCQLYHFGKNRPGE-UHFFFAOYSA-N	lactulose
JCP2022_045672	KMZQAVXSMUKBPD-UHFFFAOYSA-N	lafutidine
JCP2022_041984	JTEGQNOMFQHVDC-UHFFFAOYSA-N	lamivudine
JCP2022_071888	PYZRQGJRPPTADH-UHFFFAOYSA-N	lamotrigine
JCP2022_099310	WKDNQONLGXOZRG-UHFFFAOYSA-N	lanabecestat
JCP2022_032542	HTTBBJKIRUVDEX-UHFFFAOYSA-N	lanatoside-C
JCP2022_099692	WMDSZGFJQKSLLH-UHFFFAOYSA-N	landiolol
JCP2022_065437	OQDQIFQRNZIEEJ-UHFFFAOYSA-N	lanifibranor
JCP2022_005373	BCFGMOOMADDAQU-UHFFFAOYSA-N	lapatinib
JCP2022_061723	NWBWCXBPKTTZNQ-UHFFFAOYSA-N	lappaconite
JCP2022_026152	GKWPCEFFIHSJOE-UHFFFAOYSA-N	laquinimod
JCP2022_065618	ORFLZNAGUTZRLQ-UHFFFAOYSA-N	larazotide-acetate
JCP2022_061967	NXFFJDQHYLNEJK-UHFFFAOYSA-N	laropiprant
JCP2022_062184	NYNZQNWKBKUAII-UHFFFAOYSA-N	larotrectinib
JCP2022_103079	XEDHVZKDSYZQBF-UHFFFAOYSA-N	lasmiditan
JCP2022_028345	GXESHMAMLJKROZ-UHFFFAOYSA-N	lasofoxifene
JCP2022_025381	GGXICVAJURFBLW-UHFFFAOYSA-N	latanoprost
JCP2022_040945	JNODQFNWMXFMEV-UHFFFAOYSA-N	latrepirdine
JCP2022_070029	POULHZVOKOAJMA-UHFFFAOYSA-N	lauric-acid
JCP2022_004535	AXTGDCSMTYGJND-UHFFFAOYSA-N	laurocapram
JCP2022_043224	JZXRLKWWVNUZRB-UHFFFAOYSA-N	lazabemide
JCP2022_080273	RRMJMHOQSALEJJ-UHFFFAOYSA-N	lazertinib
JCP2022_042235	JUQMLSGOTNKJKI-UHFFFAOYSA-N	LB-100
JCP2022_027913	GUUIRIMAQGOLHT-UHFFFAOYSA-N	LB42708
JCP2022_088893	UFPFGVNKHCLJJO-UHFFFAOYSA-N	LCL-161
JCP2022_000561	ACWBQPMHZXGDFX-UHFFFAOYSA-N	LCZ696
JCP2022_000561	ACWBQPMHZXGDFX-UHFFFAOYSA-N	valsartan
JCP2022_037151	ISPBCAXOSOLFME-UHFFFAOYSA-N	LDC1267
JCP2022_005163	BBDGBGOVJPEFBT-UHFFFAOYSA-N	LDN-212854
JCP2022_099471	WLBUICQBNZXIDJ-UHFFFAOYSA-N	LDN-27219
JCP2022_065339	OPQRFPHLZZPCCH-UHFFFAOYSA-N	LDN-57444
JCP2022_010426	CDOVNWNANFFLFJ-UHFFFAOYSA-N	LDN193189
JCP2022_095872	VRTWBAAJJOHBQU-UHFFFAOYSA-N	ledipasvir
JCP2022_094002	VHOGYURTWQBHIL-UHFFFAOYSA-N	leflunomide
JCP2022_026844	GOTYRUGSSMKFNF-UHFFFAOYSA-N	lenalidomide
JCP2022_056978	MWKYMZXCGYXLPL-UHFFFAOYSA-N	leniolisib
JCP2022_100166	WOSKHXYHFSIKNG-UHFFFAOYSA-N	lenvatinib
JCP2022_099896	WNGSUWLDMZFYNZ-UHFFFAOYSA-N	leonurine
JCP2022_069920	POERAARDVFVDLO-UHFFFAOYSA-N	LEQ506
JCP2022_068634	PHOGQKDIVUJGMJ-UHFFFAOYSA-N	lercanidipine
JCP2022_071503	PWWDCRQZITYKDV-UHFFFAOYSA-N	lerisetron
JCP2022_053266	MCPUZZJBAHRIPO-UHFFFAOYSA-N	lersivirine
JCP2022_020521	FGQFOYHRJSUHMR-UHFFFAOYSA-N	lesinurad
JCP2022_089362	UIARLYUEJFELEN-UHFFFAOYSA-N	lestaurtinib
JCP2022_023511	FWYSMLBETOMXAG-UHFFFAOYSA-N	letermovir
JCP2022_105346	XQKYUBTUOHHNDV-UHFFFAOYSA-N	letrazuril
JCP2022_031708	HPJKCIUCZWXJDR-UHFFFAOYSA-N	letrozole
JCP2022_075850	QTWZICCBKBYHDM-UHFFFAOYSA-N	leucomethylene-blue
JCP2022_025112	GFIJNRVAKGFPGQ-UHFFFAOYSA-N	leuprolide
JCP2022_030932	HLFSDGLLUJUHTE-UHFFFAOYSA-N	levamisole
JCP2022_030932	HLFSDGLLUJUHTE-UHFFFAOYSA-N	tetramisole
JCP2022_031690	HPHUVLMMVZITSG-UHFFFAOYSA-N	levetiracetam
JCP2022_037961	IXHBTMCLRNMKHZ-UHFFFAOYSA-N	levobunolol
JCP2022_037961	IXHBTMCLRNMKHZ-UHFFFAOYSA-N	levobunolol-(+)
JCP2022_037961	IXHBTMCLRNMKHZ-UHFFFAOYSA-N	levobunolol-(+/-)
JCP2022_088779	UFAHZIUFPNSHSL-UHFFFAOYSA-O	levocarnitine-propionate
JCP2022_101005	WTDRDQBEARUVNC-UHFFFAOYSA-N	levodopa
JCP2022_027423	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	levofloxacin
JCP2022_027423	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	ofloxacin
JCP2022_078318	RGZSQWQPBWRIAQ-UHFFFAOYSA-N	levomenol
JCP2022_060361	NOOLISFMXDJSKH-UHFFFAOYSA-N	levomenthol
JCP2022_095844	VRQVVMDWGGWHTJ-UHFFFAOYSA-N	levomepromazine
JCP2022_031523	HOKDBMAJZXIPGC-UHFFFAOYSA-N	levomequitazine
JCP2022_024898	GEFQWZLICWMTKF-UHFFFAOYSA-N	levonordefrin
JCP2022_052560	LYRBZVWRTAFWPO-UHFFFAOYSA-N	levonorgestrel
JCP2022_052560	LYRBZVWRTAFWPO-UHFFFAOYSA-N	norgestrel
JCP2022_098875	WHXMKTBCFHIYNQ-UHFFFAOYSA-N	levosimendan
JCP2022_006226	BGRJTUBHPOOWDU-UHFFFAOYSA-N	levosulpiride
JCP2022_006226	BGRJTUBHPOOWDU-UHFFFAOYSA-N	sulpiride
JCP2022_106083	XUIIKFGFIJCVMT-UHFFFAOYSA-N	levothyroxine
JCP2022_008014	BQLDGDMKDYAGNE-UHFFFAOYSA-N	LFM-A13
JCP2022_030792	HKJMCBYPVCGZFB-UHFFFAOYSA-N	LGD-6972
JCP2022_106781	XXYGTCZJJLTAGH-UHFFFAOYSA-N	LGK-974
JCP2022_018957	DYHAMRNAHTWYKY-UHFFFAOYSA-N	LH846
JCP2022_007311	BMPDWHIDQYTSHX-UHFFFAOYSA-N	licarbazepine
JCP2022_043406	KAZSKMJFUPEHHW-UHFFFAOYSA-N	licochalcone-A
JCP2022_088021	UAWXGRJVZSAUSZ-UHFFFAOYSA-N	licofelone
JCP2022_060129	NNJVILVZKWQKPM-UHFFFAOYSA-N	lidocaine
JCP2022_112243	ZBIAKUMOEKILTF-UHFFFAOYSA-N	lidoflazine
JCP2022_058778	NGFFVZQXSRKHBM-UHFFFAOYSA-N	lifirafenib
JCP2022_039458	JFOZKMSJYSPYLN-UHFFFAOYSA-N	lifitegrast
JCP2022_046584	KRSPMDOGSDBDBB-UHFFFAOYSA-N	ligustilide
JCP2022_083971	SLFOYSYSXOAEES-UHFFFAOYSA-N	limaprost-alfadex
JCP2022_037715	IVUGBSGLHRJSSP-UHFFFAOYSA-N	LIMKi-3
JCP2022_043450	KBDSLGBFQAGHBE-UHFFFAOYSA-N	limonin
JCP2022_047573	KXGCNMMJRFDFNR-UHFFFAOYSA-N	linaclotide
JCP2022_051700	LTXREWYXXSTFRX-UHFFFAOYSA-N	linagliptin
JCP2022_010424	CDOSHBSSFJOMGT-UHFFFAOYSA-N	linalool
JCP2022_025558	GHVIMBCFLRTFHI-UHFFFAOYSA-N	linaprazan
JCP2022_064188	OJMMVQQUTAEWLP-UHFFFAOYSA-N	lincomycin
JCP2022_087664	TYZROVQLWOKYKF-UHFFFAOYSA-N	linezolid
JCP2022_055747	MPVGZUGXCQEXTM-UHFFFAOYSA-N	linifanib
JCP2022_066928	OYHQOLUKZRVURQ-UHFFFAOYSA-N	linoleic-acid
JCP2022_069124	PKCDDUHJAFVJJB-UHFFFAOYSA-N	linsitinib
JCP2022_004035	AUYYCJSJGJYCDS-UHFFFAOYSA-N	liothyronine
JCP2022_004035	AUYYCJSJGJYCDS-UHFFFAOYSA-N	liothyronine-(isomer)
JCP2022_019680	FCCDDURTIIUXBY-UHFFFAOYSA-N	lipoamide
JCP2022_015391	DEMKZLAVQYISIA-UHFFFAOYSA-N	liquiritin
JCP2022_095424	VPHPQNGOVQYUMG-UHFFFAOYSA-N	liranaftate
JCP2022_109895	YPFLFUJKZDAXRA-UHFFFAOYSA-N	lirimilast
JCP2022_079050	RLAWWYSOJDYHDC-UHFFFAOYSA-N	lisinopril
JCP2022_098029	WDJHALXBUFZDSR-UHFFFAOYSA-N	lithium-acetoacetate
JCP2022_084147	SMEROWZSTRWXGI-UHFFFAOYSA-N	lithocholic-acid
JCP2022_111023	YVAFBXLHPINSIK-UHFFFAOYSA-N	litronesib
JCP2022_070116	PPHTXRNHTVLQED-UHFFFAOYSA-N	lixivaptan
JCP2022_078291	RGWJKANXFYJKHN-UHFFFAOYSA-N	LM-22A4
JCP2022_109586	YNMUTYLWSRFTPX-UHFFFAOYSA-N	LM11A-31
JCP2022_085607	STWTUEAWRAIWJG-UHFFFAOYSA-N	LMI070
JCP2022_095907	VRYZCEONIWEUAV-UHFFFAOYSA-N	LMK-235
JCP2022_057278	MXYUKLILVYORSK-UHFFFAOYSA-N	lobeline
JCP2022_080956	RVGLGHVJXCETIO-UHFFFAOYSA-N	lodoxamide
JCP2022_081961	SAPNXPWPAUFAJU-UHFFFAOYSA-N	lofepramine
JCP2022_046723	KSMAGQUYOIHWFS-UHFFFAOYSA-N	lofexidine
JCP2022_112776	ZEKZLJVOYLTDKK-UHFFFAOYSA-N	lomefloxacin
JCP2022_042188	JUJPKFNFCWJBCX-UHFFFAOYSA-N	lomeguatrib
JCP2022_041515	JQSAYKKFZOSZGJ-UHFFFAOYSA-N	lomerizine
JCP2022_052997	MBBCVAKAJPKAKM-UHFFFAOYSA-N	lomitapide
JCP2022_015955	DHMTURDWPRKSOA-UHFFFAOYSA-N	lonafarnib
JCP2022_098083	WDRYRZXSPDWGEB-UHFFFAOYSA-N	lonidamine
JCP2022_077671	RDOIQAHITMMDAJ-UHFFFAOYSA-N	loperamide
JCP2022_044985	KJHKTHWMRKYKJE-UHFFFAOYSA-N	lopinavir
JCP2022_038813	JCCNYMKQOSZNPW-UHFFFAOYSA-N	loratadine
JCP2022_103479	XGLHZTBDUXXHOM-UHFFFAOYSA-N	loreclezole
JCP2022_060731	NQPOCLFSADOXBR-UHFFFAOYSA-N	lorediplon
JCP2022_035351	IIXWYSCJSQVBQM-UHFFFAOYSA-N	lorlatinib
JCP2022_035351	IIXWYSCJSQVBQM-UHFFFAOYSA-N	PF-06463922
JCP2022_074811	QOFQTBTZCJVITI-UHFFFAOYSA-N	lornoxicam
JCP2022_070642	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	losartan
JCP2022_045299	KKYABQBFGDZVNQ-UHFFFAOYSA-N	losmapimod
JCP2022_019497	FBBYEJJQINKJNE-UHFFFAOYSA-N	loteprednol
JCP2022_067776	PCZOHLXUXFIOCF-UHFFFAOYSA-N	lovastatin
JCP2022_104007	XJGVXQDUIWGIRW-UHFFFAOYSA-N	loxapine
JCP2022_082311	SCMSYZJDIQPSDI-UHFFFAOYSA-N	loxistatin-acid
JCP2022_109328	YMBXTVYHTMGZDW-UHFFFAOYSA-N	loxoprofen
JCP2022_043216	JZWUKILTKYJLCN-UHFFFAOYSA-N	LP-533401
JCP2022_007877	BPRNMVDTWIHULJ-UHFFFAOYSA-N	LPA2-antagonist-1
JCP2022_037827	IWMCPJZTADUIFX-UHFFFAOYSA-N	LRRK2-IN-1
JCP2022_083735	SJXNPGGVGZXKKI-UHFFFAOYSA-N	LSZ-102
JCP2022_077486	RCORNHOUCUDCAC-UHFFFAOYSA-N	LTA
JCP2022_025236	GGAKLYWEFZCVIT-UHFFFAOYSA-N	LTX-315
JCP2022_014909	DBVFKLAGQHYVGQ-UHFFFAOYSA-N	lubiprostone
JCP2022_019600	FBQPGGIHOFZRGH-UHFFFAOYSA-N	lucanthone
JCP2022_013424	CUDVHEFYRIWYQD-UHFFFAOYSA-N	lucitanib
JCP2022_110667	YTAOBBFIOAEMLL-UHFFFAOYSA-N	luliconazole
JCP2022_088914	UFSKUSARDNFIRC-UHFFFAOYSA-N	lumacaftor
JCP2022_031509	HOIIHACBCFLJET-UHFFFAOYSA-N	lumateperone
JCP2022_018988	DYLGFOYVTXJFJP-UHFFFAOYSA-N	lumefantrine
JCP2022_044676	KHPKQFYUPIUARC-UHFFFAOYSA-N	lumiracoxib
JCP2022_104681	XNAWUDONOGZGEH-UHFFFAOYSA-N	lurasidone
JCP2022_060440	NOZIJMHMKORZBA-UHFFFAOYSA-N	lusutrombopag
JCP2022_043542	KBPHJBAIARWVSC-UHFFFAOYSA-N	lutein
JCP2022_036775	IQPNAANSBPBGFQ-UHFFFAOYSA-N	luteolin
JCP2022_104776	XNMUICFMGGQSMZ-UHFFFAOYSA-N	LX1031
JCP2022_071469	PWPNYABQEOGNNC-UHFFFAOYSA-N	LX7101
JCP2022_088708	UEPXBTCUIIGYCY-UHFFFAOYSA-N	LXH254
JCP2022_047872	KYWWJENKIMRJBI-UHFFFAOYSA-N	LXR-623
JCP2022_106681	XXJXHXJWQSCNPX-UHFFFAOYSA-N	LXS196
JCP2022_032084	HRJWTAWVFDCTGO-UHFFFAOYSA-N	LY2090314
JCP2022_035095	IHLVSLOZUHKNMQ-UHFFFAOYSA-N	LY2109761
JCP2022_004072	AVDUGNCTZRCAHH-UHFFFAOYSA-N	LY2140023
JCP2022_037702	IVRXNBXKWIJUQB-UHFFFAOYSA-N	LY2157299
JCP2022_105187	XPPBBJCBDOEXDN-UHFFFAOYSA-N	LY2228820
JCP2022_053638	MEOYFIHNRBNEPI-UHFFFAOYSA-N	LY2334737
JCP2022_021253	FKPLJWGRBCQLTL-UHFFFAOYSA-N	LY2365109
JCP2022_035074	IHIWYQYVBNODSV-UHFFFAOYSA-N	LY2452473
JCP2022_035432	IJHWVENTEFSNBC-UHFFFAOYSA-N	LY2510924
JCP2022_023887	FYXRSVDHGLUMHB-UHFFFAOYSA-N	LY2584702
JCP2022_086490	SYYBDNPGDKKJDU-UHFFFAOYSA-N	LY2603618
JCP2022_017275	DOTGPNHGTYJDEP-UHFFFAOYSA-N	LY2606368
JCP2022_073643	QIIVJLHCZUTGSD-UHFFFAOYSA-N	LY2608204
JCP2022_085009	SQSZANZGUXWJEA-UHFFFAOYSA-N	LY2784544
JCP2022_050749	LOOCZNLSXJHWTG-UHFFFAOYSA-N	LY2795050
JCP2022_073385	QHADVLVFMKEIIP-UHFFFAOYSA-N	LY2801653
JCP2022_054592	MJQMRGWYPNIERM-UHFFFAOYSA-N	LY2811376
JCP2022_088309	UCMNDPDJRSEZPL-UHFFFAOYSA-N	LY2828360
JCP2022_049437	LHIUZPIDLZYPRL-UHFFFAOYSA-N	LY2857785
JCP2022_026046	GKJCVYLDJWTWQU-UHFFFAOYSA-N	LY2874455
JCP2022_059157	NIDRNVHMMDAAIK-UHFFFAOYSA-N	LY2886721
JCP2022_014510	CZQHHVNHHHRRDU-UHFFFAOYSA-N	LY294002
JCP2022_005190	BBGHHIUQOKQCBW-UHFFFAOYSA-N	LY2979165
JCP2022_058221	NDEBZCZEAVMSQF-UHFFFAOYSA-N	LY3000328
JCP2022_030149	HHCBMISMPSAZBF-UHFFFAOYSA-N	LY3009120
JCP2022_000401	ACCFLVVUVBJNGT-UHFFFAOYSA-N	LY3023414
JCP2022_058737	NGAGMBNBKCDCDJ-UHFFFAOYSA-N	LY303511
JCP2022_043967	KDXISMANFPJVJY-UHFFFAOYSA-N	LY310762
JCP2022_069803	PNPFMWIDAKQFPY-UHFFFAOYSA-N	LY3200882
JCP2022_040952	JNPRPMBJODOFEC-UHFFFAOYSA-N	LY3214996
JCP2022_053429	MDMJLMDBRQXOOI-UHFFFAOYSA-N	LY334370
JCP2022_026148	GKWHICIUSVVNGX-UHFFFAOYSA-N	LY344864
JCP2022_033954	IBCXZJCWDGCXQT-UHFFFAOYSA-N	LY364947
JCP2022_031928	HQPSKIGWRSEVPB-UHFFFAOYSA-N	LY411575
JCP2022_042468	JVVXZOOGOGPDRZ-UHFFFAOYSA-N	lylamine
JCP2022_109639	YNVGQYHLRCDXFQ-UHFFFAOYSA-N	lynestrenol
JCP2022_006714	BJFIDCADFRDPIO-UHFFFAOYSA-N	lypressin
JCP2022_097564	WATNXVHKRRTUFK-UHFFFAOYSA-N	M-25
JCP2022_057254	MXWDSZWTBOCWBK-UHFFFAOYSA-N	M-344
JCP2022_072652	QDDILOVMGWUNGD-UHFFFAOYSA-N	macelignan
JCP2022_039570	JGCMEBMXRHSZKX-UHFFFAOYSA-N	macitentan
JCP2022_007467	BNMGUJRJUUDLHW-UHFFFAOYSA-N	madecassoside
JCP2022_075201	QQJIYKXTEMDJFM-UHFFFAOYSA-N	madrasin
JCP2022_087557	TYMRLRRVMHJFTF-UHFFFAOYSA-N	mafenide
JCP2022_096587	VVOAZFWZEDHOOU-UHFFFAOYSA-N	magnolol
JCP2022_042812	JXSJBGJIGXNWCI-UHFFFAOYSA-N	malathion
JCP2022_014545	CZVZLSFYXQUOSW-UHFFFAOYSA-N	malic-acid
JCP2022_109925	YPIQVCUJEKAZCP-UHFFFAOYSA-N	malotilate
JCP2022_006919	BKJDTLQNPIYPQT-UHFFFAOYSA-N	maltobionic-acid
JCP2022_037908	IWYDHOAUDWTVEP-UHFFFAOYSA-N	mandelic-acid
JCP2022_068881	PIRWHBVBBBZNKG-UHFFFAOYSA-N	manidipine
JCP2022_019589	FBPFZTCFMRRESA-UHFFFAOYSA-N	mannitol-D
JCP2022_019589	FBPFZTCFMRRESA-UHFFFAOYSA-N	sorbitol
JCP2022_075584	QSLMDECMDJKHMQ-UHFFFAOYSA-N	maprotiline
JCP2022_027492	GSNHKUDZZFZSJB-UHFFFAOYSA-N	maraviroc
JCP2022_007783	BPFYOAJNDMUVBL-UHFFFAOYSA-N	marbofloxacin
JCP2022_062956	OCSMOTCMPXTDND-UHFFFAOYSA-N	marimastat
JCP2022_064771	OMPCVMLFFSQFIX-UHFFFAOYSA-N	maropitant
JCP2022_099111	WJEOLQLKVOPQFV-UHFFFAOYSA-N	masitinib
JCP2022_029418	HCZKYJDFEPMADG-UHFFFAOYSA-N	masoprocol
JCP2022_115338	ZSBXGIUJOOQZMP-UHFFFAOYSA-N	matrine
JCP2022_079063	RLCLASQCAPXVLM-UHFFFAOYSA-N	mavacamten
JCP2022_112981	ZFPZEYHRWGMJCV-UHFFFAOYSA-N	mavoglurant
JCP2022_058697	NFTMKHWBOINJGM-UHFFFAOYSA-N	MBX-2982
JCP2022_029750	HEUHJQACTZEVDO-UHFFFAOYSA-N	MC-1
JCP2022_075160	QQDIFLSJMFDTCQ-UHFFFAOYSA-N	MC1568
JCP2022_032747	HUUSXLKCTQDPGL-UHFFFAOYSA-N	MCC950
JCP2022_014367	CYYNMPPFEJPBJD-UHFFFAOYSA-N	MCOPPB
JCP2022_038012	IXORZMNAPKEEDV-UHFFFAOYSA-N	MD-920
JCP2022_062339	NZJKEVWTYMOYOR-UHFFFAOYSA-N	mdivi-1
JCP2022_045693	KNBSYZNKEAWABY-UHFFFAOYSA-N	MDL-29951
JCP2022_073628	QIHBWVVVRYYYRO-UHFFFAOYSA-N	ME-0328
JCP2022_073628	QIHBWVVVRYYYRO-UHFFFAOYSA-N	ME0328
JCP2022_065384	OPXLLQIJSORQAM-UHFFFAOYSA-N	mebendazole
JCP2022_097209	VYVKHNNGDFVQGA-UHFFFAOYSA-N	mebeverine
JCP2022_022333	FQQIIPAOSKSOJM-UHFFFAOYSA-N	mebhydrolin
JCP2022_054225	MHPZZZZLAQGTHT-UHFFFAOYSA-N	mebrofenin
JCP2022_036097	IMYZQPCYWPFTAG-UHFFFAOYSA-N	mecamylamine
JCP2022_110677	YTBNTDMBGXAOCG-UHFFFAOYSA-N	mecarbinate
JCP2022_018990	DYLJVOXRWLXDIG-UHFFFAOYSA-N	meclinertant
JCP2022_062900	OCJYIGYOJCODJL-UHFFFAOYSA-N	meclizine
JCP2022_109124	YKYBWGJKLYMCFI-UHFFFAOYSA-N	meclocycline-sulfosalicylate
JCP2022_082046	SBDNJUWAMKYJOX-UHFFFAOYSA-N	meclofenamic-acid
JCP2022_107109	XZTYGFHCIAKPGJ-UHFFFAOYSA-N	meclofenoxate
JCP2022_053330	MCYHPZGUONZRGO-UHFFFAOYSA-N	mecysteine
JCP2022_072201	QAQMNNPEAQBPQJ-UHFFFAOYSA-N	medronic-acid
JCP2022_074912	QOVGIKUHSFCSIK-UHFFFAOYSA-N	medroxyprogesterone
JCP2022_102094	WYYCRMBIYYRAEW-UHFFFAOYSA-N	medroxyprogesterone-acetate
JCP2022_071711	PYBNSXOYOSNUHV-UHFFFAOYSA-N	medrysone
JCP2022_033540	HYYBABOKPJLUIN-UHFFFAOYSA-N	mefenamic-acid
JCP2022_032690	HUNIPYLVUPMFCZ-UHFFFAOYSA-N	mefexamide
JCP2022_103087	XEEQGYMUWCZPDN-UHFFFAOYSA-N	mefloquine
JCP2022_036102	IMZOHRNGPZTCSG-UHFFFAOYSA-N	megestrol-acetate
JCP2022_086043	SWLAMJPTOQZTAE-UHFFFAOYSA-N	meglitinide
JCP2022_053004	MBBZMMPHUWSWHV-UHFFFAOYSA-N	meglumine
JCP2022_107140	XZYXCQXTKOYHGK-UHFFFAOYSA-N	meisoindigo
JCP2022_105406	XQRVCODIGHFXKQ-UHFFFAOYSA-N	MEK1-2-inhibitor
JCP2022_039048	JDKLPDJLXHXHNV-UHFFFAOYSA-N	melanotan-ii
JCP2022_017740	DRLFMBDRBRZALE-UHFFFAOYSA-N	melatonin
JCP2022_102502	XBBDACCLCFWBSI-UHFFFAOYSA-N	melevodopa
JCP2022_112044	ZAHQBPYQBHTECE-UHFFFAOYSA-N	meloxicam
JCP2022_016518	DKMFBWQBDIGMHM-UHFFFAOYSA-N	melperone
JCP2022_082988	SGDBTWWWUNNDEQ-UHFFFAOYSA-N	melphalan
JCP2022_027475	GSKQMLGAUOTSKT-UHFFFAOYSA-N	melphalan-n-oxide
JCP2022_027475	GSKQMLGAUOTSKT-UHFFFAOYSA-N	PX-478
JCP2022_008727	BUGYDGFZZOZRHP-UHFFFAOYSA-N	memantine
JCP2022_054618	MJVAVZPDRWSRRC-UHFFFAOYSA-N	menadione
JCP2022_099054	WIXFIQKTHUVFDI-UHFFFAOYSA-N	menadione-bisulfite
JCP2022_005871	BEXALXUVUGWKPB-UHFFFAOYSA-N	menatetrenone
JCP2022_020643	FHGJSJFIQNQBCK-UHFFFAOYSA-N	menbutone
JCP2022_026939	GPKJTRJOBQGKQK-UHFFFAOYSA-N	mepacrine
JCP2022_026086	GKNPSSNBBWDAGH-UHFFFAOYSA-N	mepenzolate
JCP2022_042521	JWDYCNIAQWPBHD-UHFFFAOYSA-N	mephenesin
JCP2022_026410	GMHKMTDVRCWUDX-UHFFFAOYSA-N	mephenytoin
JCP2022_051183	LQYJAVWWKTWWKN-UHFFFAOYSA-N	mepiroxol
JCP2022_036264	INWLQCZOYSRPNW-UHFFFAOYSA-N	mepivacaine
JCP2022_053808	MFMZCKHYODAASC-UHFFFAOYSA-N	meprednisone
JCP2022_040539	JLICHNCFTLFZJN-UHFFFAOYSA-N	meptazinol
JCP2022_107877	YECBIJXISLIIDS-UHFFFAOYSA-N	mepyramine
JCP2022_061877	NWVVVBRKAWDGAB-UHFFFAOYSA-N	mequinol
JCP2022_026330	GLVAUDGFNGKCSF-UHFFFAOYSA-N	mercaptopurine
JCP2022_059441	NJRXVEJTAYWCQJ-UHFFFAOYSA-N	mercaptosuccinic-acid
JCP2022_054858	MLESJYFEMSJZLZ-UHFFFAOYSA-N	mericitabine
JCP2022_038736	JBPUGFODGPKTDW-UHFFFAOYSA-N	merimepodib
JCP2022_016848	DMJNNHOOLUXYBV-UHFFFAOYSA-N	meropenem
JCP2022_002669	ANZJBCHSOXCCRQ-UHFFFAOYSA-N	mertansine
JCP2022_043538	KBOPZPXVLCULAV-UHFFFAOYSA-N	mesalazine
JCP2022_114396	ZNEWHQLOPFWXOF-UHFFFAOYSA-N	mesna
JCP2022_084077	SLVMESMUVMCQIY-UHFFFAOYSA-N	mesoridazine
JCP2022_081019	RVOLLAQWKVFTGE-UHFFFAOYSA-N	mestinon
JCP2022_036039	IMSSROKUHAOUJS-UHFFFAOYSA-N	mestranol
JCP2022_065979	OTGAHJPFNKQGAE-UHFFFAOYSA-N	meta-cresyl-acetate
JCP2022_079188	RLSSMJSEOOYNOY-UHFFFAOYSA-N	metacresol
JCP2022_114475	ZNOVTXRBGFNYRX-UHFFFAOYSA-N	metafolin
JCP2022_052044	LVWZTYCIRDMTEY-UHFFFAOYSA-N	metamizole
